,Training_paths
942,/Low-grade IN/label\GTxc2014093-1-400-002.png
943,/Low-grade IN/label\GT1815572-1-400-001.png
944,/Low-grade IN/label\GTxc2013490-1-400-003.png
945,/Low-grade IN/label\GTxc2014144-1-400-005.png
946,/Low-grade IN/label\GTXC2015407-1-400-003.png
947,/Low-grade IN/label\GTxc2013434-1-400-003.png
948,/Low-grade IN/label\GTxc2012839-4-400-001.png
949,/Low-grade IN/label\GTxc2013005-1-400-005.png
950,/Low-grade IN/label\GTxc2013501-1-400-003.png
951,/Low-grade IN/label\GTXC2014153-2-400-003.png
952,/Low-grade IN/label\GT2012154-1-400-003.png
953,/Low-grade IN/label\GTxc2012986-4-400-006.png
954,/Low-grade IN/label\GTXC2015335-3-400-002.png
955,/Low-grade IN/label\GT2012197-2-400-005.png
956,/Low-grade IN/label\GTXC2014165-2-400-001.png
957,/Low-grade IN/label\GT2012175-1-400-001.png
958,/Low-grade IN/label\GT2017994-1-400-003.png
959,/Low-grade IN/label\GTXC2014192-1-400-001.png
960,/Low-grade IN/label\GTxc2014129-1-400-002.png
961,/Low-grade IN/label\GTXC2012096-2-400-006.png
962,/Low-grade IN/label\GTxc2013458-2-400-004.png
963,/Low-grade IN/label\GTxc2012827-1-400-001.png
964,/Low-grade IN/label\GTXC2014129-1-400-005.png
965,/Low-grade IN/label\GTxc2013486-1-400-002.png
966,/Low-grade IN/label\GTxc2012508-2-400-003.png
967,/Low-grade IN/label\GTxc2110131-1-400-001.png
968,/Low-grade IN/label\GTxc2013490-1-400-002.png
969,/Low-grade IN/label\GT2012275-1-400-004.png
970,/Low-grade IN/label\GTxc2012481-1-400-002.png
971,/Low-grade IN/label\GTDC2101366-1-400-004.png
972,/Low-grade IN/label\GTxc2012508-2-400-002.png
973,/Low-grade IN/label\GT2100144-1-400-002.png
974,/Low-grade IN/label\GTXC2015383-3-400-004.png
975,/Low-grade IN/label\GTXC2013528-2-400-004.png
976,/Low-grade IN/label\GTxc2012904-1-400-004.png
977,/Low-grade IN/label\GTxc2012829-1-400-003.png
978,/Low-grade IN/label\GT2017282-1-400-001.png
979,/Low-grade IN/label\GTxc2014144-1-400-003.png
980,/Low-grade IN/label\GTxc2012796-1-400-001.png
981,/Low-grade IN/label\GTXC2014153-2-400-004.png
982,/Low-grade IN/label\GTxc2013490-1-400-001.png
983,/Low-grade IN/label\GTxc2013495-1-400-002.png
984,/Low-grade IN/label\GT2014736-1-400-002.png
985,/Low-grade IN/label\GTxc2012949-1-400-001.png
986,/Low-grade IN/label\GT2012400-1-400-005.png
987,/Low-grade IN/label\GTxc2012986-4-400-003.png
988,/Low-grade IN/label\GTxc2014132-1-400-001.png
989,/Low-grade IN/label\GT2014804-1-400-002.png
990,/Low-grade IN/label\GTxc2012930-1-400-002.png
991,/Low-grade IN/label\GTxc2012982-1-400-004.png
992,/Low-grade IN/label\GTxc2014102-1-400-003.png
993,/Low-grade IN/label\GTXC2014139-6-400-002.png
994,/Low-grade IN/label\GTxc2013942-2-400-002.png
995,/Low-grade IN/label\GTxc2014080-1-400-004.png
996,/Low-grade IN/label\GTxc2012801-1-400-002.png
997,/Low-grade IN/label\GTxc2012982-1-400-003.png
998,/Low-grade IN/label\GT2001804-1-400-001.png
999,/Low-grade IN/label\GTxc2012915-1-400-002.png
1000,/Low-grade IN/label\GT2012156-1-400-006.png
1001,/Low-grade IN/label\GT2016846-2-400-001.png
1002,/Low-grade IN/label\GTXC2014194-1-400-004.png
1003,/Low-grade IN/label\GTXC2015383-2-400-001.png
1004,/Low-grade IN/label\GTxc2012986-4-400-005.png
1005,/Low-grade IN/label\GTxc2012508-2-400-001.png
1006,/Low-grade IN/label\GT2012232-3-400-004.png
1007,/Low-grade IN/label\GT2014780-2-400-002.png
1008,/Low-grade IN/label\GTxc2012827-2-400-002.png
1009,/Low-grade IN/label\GTxc2014132-1-400-005.png
1010,/Low-grade IN/label\GTxc2012827-2-400-003.png
1011,/Low-grade IN/label\GTXC2015335-3-400-001.png
1012,/Low-grade IN/label\GTxc2013439-1-400-004.png
1013,/Low-grade IN/label\GTXC2015381-1-400-005.png
1014,/Low-grade IN/label\GT2016981-1-400-002.png
1015,/Low-grade IN/label\GTXC2015335-6-400-001.png
1016,/Low-grade IN/label\GTxc2013501-1-400-002.png
1017,/Low-grade IN/label\GTxc2012467-1-400-003.png
1018,/Low-grade IN/label\GTxc2014080-2-400-003.png
1019,/Low-grade IN/label\GT2012175-1-400-002.png
1020,/Low-grade IN/label\GTxc2013005-1-400-002.png
1021,/Low-grade IN/label\GTXC2015383-3-400-002.png
1022,/Low-grade IN/label\GTXC2014139-4-400-002.png
1023,/Low-grade IN/label\GTXC2110195-1-400-002.png
1024,/Low-grade IN/label\GTxc2012829-1-400-001.png
1025,/Low-grade IN/label\GT2016860-2-400-003.png
1026,/Low-grade IN/label\GTxc2014094-1-400-004.png
1027,/Low-grade IN/label\GTxc2012921-1-400-003.png
1028,/Low-grade IN/label\GTxc2013946-1-400-002.png
1029,/Low-grade IN/label\GT2016864-2-400-001.png
1030,/Low-grade IN/label\GTxc2012986-3-400-001.png
1031,/Low-grade IN/label\GTXC2110128-1-400-001.png
1032,/Low-grade IN/label\GTXC2015425-1-400-002.png
1033,/Low-grade IN/label\GTxc2012952-1-400-001.png
1034,/Low-grade IN/label\GT2016757-1-400-001.png
1035,/Low-grade IN/label\GTxc2013486-1-400-001.png
1036,/Low-grade IN/label\GT2014646-1-400-001.png
1037,/Low-grade IN/label\GT2016860-1-400-002.png
1038,/Low-grade IN/label\GTXC2014192-1-400-003.png
1039,/Low-grade IN/label\GTxc2012803-1-400-005.png
1040,/Low-grade IN/label\GTxc2012915-1-400-001.png
1041,/Low-grade IN/label\GT2014646-1-400-002.png
1042,/Low-grade IN/label\GTxc2012508-2-400-004.png
1043,/Low-grade IN/label\GTXC2015425-1-400-001.png
1044,/Low-grade IN/label\GTXC2015362-1-400-002.png
1045,/Low-grade IN/label\GTXC2015381-1-400-001.png
1046,/Low-grade IN/label\GTXC2014194-1-400-005.png
1047,/Low-grade IN/label\GTxc2012827-1-400-005.png
1048,/Low-grade IN/label\GT2015140-2-400-001.png
1049,/Low-grade IN/label\GTXC2012114-2-400-003.png
1050,/Low-grade IN/label\GTXC2014139-5-400-002.png
1051,/Low-grade IN/label\GTXC2015417-1-400-004.png
1052,/Low-grade IN/label\GTXC2014192-2-400-006.png
1053,/Low-grade IN/label\GTxc2012839-4-400-004.png
1054,/Low-grade IN/label\GTxc2012984-1-400-003.png
1055,/Low-grade IN/label\GTxc2012972-1-400-002.png
1056,/Low-grade IN/label\GTxc2013439-1-400-001.png
1057,/Low-grade IN/label\GTxc2012982-1-400-005.png
1058,/Low-grade IN/label\GTxc2014106-1-400-008.png
1059,/Low-grade IN/label\GTxc2012930-1-400-004.png
1060,/Low-grade IN/label\GT2016757-2-400-001.png
1061,/Low-grade IN/label\GTxc2012827-2-400-001.png
1062,/Low-grade IN/label\GTxc2012986-9-400-001.png
1063,/Low-grade IN/label\GTxc2013942-2-400-001.png
1064,/Low-grade IN/label\GTXC2014153-2-400-001.png
1065,/Low-grade IN/label\GTXC2100708-1-400-006.png
1066,/Low-grade IN/label\GT2012212-1-400-001.png
1067,/Low-grade IN/label\GTXC2014146-2-400-002.png
1068,/Low-grade IN/label\GT2016791-2-400-001.png
1069,/Low-grade IN/label\GTxc2014080-2-400-001.png
1070,/Low-grade IN/label\GTxc2012952-3-400-001.png
1071,/Low-grade IN/label\GTXC2013520-1-400-002.png
1072,/Low-grade IN/label\GTxc2014080-2-400-004.png
1073,/Low-grade IN/label\GTxc2012921-1-400-005.png
1074,/Low-grade IN/label\GTxc2012960-1-400-001.png
1075,/Low-grade IN/label\GT2014665-1-400-001.png
1076,/Low-grade IN/label\GTxc2012986-4-400-002.png
1077,/Low-grade IN/label\GTxc2012796-1-400-004.png
1078,/Low-grade IN/label\GTxc2014132-1-400-004.png
1079,/Low-grade IN/label\GTXC2015381-1-400-002.png
1080,/Low-grade IN/label\GTXC2015335-6-400-002.png
1081,/Low-grade IN/label\GT2012197-2-400-006.png
1082,/Low-grade IN/label\GTxc2012930-1-400-001.png
1083,/Low-grade IN/label\GTxc2014106-1-400-007.png
1084,/Low-grade IN/label\GT2014780-3-400-001.png
1085,/Low-grade IN/label\GTXC2012096-3-400-002.png
1086,/Low-grade IN/label\GTxc2012986-4-400-001.png
1087,/Low-grade IN/label\GTxc2013400-2-400-002.png
1088,/Low-grade IN/label\GTxc2013400-1-400-001.png
1089,/Low-grade IN/label\GTxc2012521-4-400-002.png
1090,/Low-grade IN/label\GTXC2015407-1-400-001.png
1091,/Low-grade IN/label\GTxc2012967-1-400-008.png
1092,/Low-grade IN/label\GT2016981-1-400-003.png
1093,/Low-grade IN/label\GTXC2012096-2-400-002.png
1094,/Low-grade IN/label\GTXC2014173-1-400-002.png
1095,/Low-grade IN/label\GTXC2015383-3-400-001.png
1096,/Low-grade IN/label\GTxc2013486-1-400-006.png
1097,/Low-grade IN/label\GTDC2013013-2-400-001.png
1098,/Low-grade IN/label\GTXC2015407-1-400-004.png
1099,/Low-grade IN/label\GT2016811-2-400-004.png
1100,/Low-grade IN/label\GTxc2012829-1-400-006.png
1101,/Low-grade IN/label\GTxc2014080-1-400-007.png
1102,/Low-grade IN/label\GTXC2014139-4-400-001.png
1103,/Low-grade IN/label\GTxc2012467-1-400-002.png
1104,/Low-grade IN/label\GTXC2014194-2-400-003.png
1105,/Low-grade IN/label\GTXC2014173-1-400-001.png
1106,/Low-grade IN/label\GTxc2013400-2-400-004.png
1107,/Low-grade IN/label\GT2014789-1-400-002.png
1108,/Low-grade IN/label\GT2014804-1-400-003.png
1109,/Low-grade IN/label\GTxc2013005-1-400-004.png
1110,/Low-grade IN/label\GTXC2015362-3-400-003.png
1111,/Low-grade IN/label\GTxc2012529-1-400-002.png
1112,/Low-grade IN/label\GTxc2012796-1-400-002.png
1113,/Low-grade IN/label\GTXC2014153-2-400-002.png
1114,/Low-grade IN/label\GTxc2014106-1-400-003.png
1115,/Low-grade IN/label\GTxc2013400-1-400-004.png
1116,/Low-grade IN/label\GTxc2012982-1-400-008.png
1117,/Low-grade IN/label\GTXC2110125-1-400-004.png
1118,/Low-grade IN/label\GT2016783-1-400-002.png
1119,/Low-grade IN/label\GTxc2014165-1-400-001.png
1120,/Low-grade IN/label\GTxc2012946-1-400-001.png
1121,/Low-grade IN/label\GTXC2015362-5-400-001.png
1122,/Low-grade IN/label\GTxc2014094-1-400-002.png
1123,/Low-grade IN/label\GT2012195-1-400-003.png
1124,/Low-grade IN/label\GT2014757-1-400-002.png
1125,/Low-grade IN/label\GTxc2013486-1-400-003.png
1126,/Low-grade IN/label\GTxc2014106-1-400-005.png
1127,/Low-grade IN/label\GT2016811-2-400-001.png
1128,/Low-grade IN/label\GTxc2013066-2-400-003.png
1129,/Low-grade IN/label\GTxc2012921-1-400-006.png
1130,/Low-grade IN/label\GT2012246-1-400-002.png
1131,/Low-grade IN/label\GT2012195-1-400-004.png
1132,/Low-grade IN/label\GTDC2101366-1-400-005.png
1133,/Low-grade IN/label\GT2012275-1-400-002.png
1134,/Low-grade IN/label\GTXC2015362-4-400-001.png
1135,/Low-grade IN/label\GT2013112-6-400-001.png
1136,/Low-grade IN/label\GTXC2014192-2-400-002.png
1137,/Low-grade IN/label\GT2018275-1-400-001.png
1138,/Low-grade IN/label\GT2012156-1-400-005.png
1139,/Low-grade IN/label\GTXC2012096-2-400-001.png
1140,/Low-grade IN/label\GTxc2013486-1-400-005.png
1141,/Low-grade IN/label\GTxc2013458-2-400-001.png
1142,/Low-grade IN/label\GTxc2014102-1-400-002.png
1143,/Low-grade IN/label\GT2014094-1-400-001.png
1144,/Low-grade IN/label\GTXC2014192-1-400-004.png
1145,/Low-grade IN/label\GTxc2012967-1-400-006.png
1146,/Low-grade IN/label\GTxc2013501-2-400-003.png
1147,/Low-grade IN/label\GTXC2014139-6-400-001.png
1148,/Low-grade IN/label\GTxc2012803-1-400-003.png
1149,/Low-grade IN/label\GTxc2012827-1-400-002.png
1150,/Low-grade IN/label\GTxc2013458-2-400-002.png
1151,/Low-grade IN/label\GTXC2014146-1-400-005.png
1152,/Low-grade IN/label\GT1815635-1-400-001.png
1153,/Low-grade IN/label\GTxc2014094-1-400-003.png
1154,/Low-grade IN/label\GT2014646-1-400-003.png
1155,/Low-grade IN/label\GTxc2012829-1-400-002.png
1156,/Low-grade IN/label\GTxc2013392-1-400-002.png
1157,/Low-grade IN/label\GT2012197-2-400-002.png
1158,/Low-grade IN/label\GT2012156-1-400-002.png
1159,/Low-grade IN/label\GTXC2014139-4-400-005.png
1160,/Low-grade IN/label\GT2016811-2-400-002.png
1161,/Low-grade IN/label\GT2012154-1-400-004.png
1162,/Low-grade IN/label\GTxc2014080-1-400-003.png
1163,/Low-grade IN/label\GTXC2014165-2-400-002.png
1164,/Low-grade IN/label\GTxc2012986-9-400-002.png
1165,/Low-grade IN/label\GTxc2012529-1-400-004.png
1166,/Low-grade IN/label\GTXC2015362-6-400-001.png
1167,/Low-grade IN/label\GTxc2012852-2-400-003.png
1168,/Low-grade IN/label\GTxc2012803-1-400-002.png
1169,/Low-grade IN/label\GTxc2013066-2-400-001.png
1170,/Low-grade IN/label\GT2016846-1-400-002.png
1171,/Low-grade IN/label\GT2012246-1-400-003.png
1172,/Low-grade IN/label\GTxc2012982-1-400-007.png
1173,/Low-grade IN/label\GT2016791-1-400-001.png
1174,/Low-grade IN/label\GTxc2014136-1-400-002.png
1175,/Low-grade IN/label\GTxc2013400-2-400-003.png
1176,/Low-grade IN/label\GT2012275-1-400-001.png
1177,/Low-grade IN/label\GT2001822-1-400-001.png
1178,/Low-grade IN/label\GT2017994-1-400-002.png
1179,/Low-grade IN/label\GT2012175-1-400-004.png
1180,/Low-grade IN/label\GTxc2012986-9-400-005.png
1181,/Low-grade IN/label\GTxc2012779-1-400-001.png
1182,/Low-grade IN/label\GTXC2013520-1-400-003.png
1183,/Low-grade IN/label\GTXC2014146-1-400-004.png
1184,/Low-grade IN/label\GT2012197-2-400-007.png
1185,/Low-grade IN/label\GTXC2100708-1-400-001.png
1186,/Low-grade IN/label\GTXC2015381-1-400-003.png
1187,/Low-grade IN/label\GTXC2014194-1-400-002.png
1188,/Low-grade IN/label\GTxc2012967-1-400-007.png
1189,/Low-grade IN/label\GTxc2012967-1-400-001.png
1190,/Low-grade IN/label\GTxc2110176-2-400-001.png
1191,/Low-grade IN/label\GTXC2015335-6-400-004.png
1192,/Low-grade IN/label\GTXC2014139-5-400-001.png
1193,/Low-grade IN/label\GT2100144-1-400-001.png
1194,/Low-grade IN/label\GTxc2013501-2-400-005.png
1195,/Low-grade IN/label\GTxc2012827-1-400-006.png
1196,/Low-grade IN/label\GTxc2012984-1-400-001.png
1197,/Low-grade IN/label\GT2014751-1-400-001.png
1198,/Low-grade IN/label\GTxc2014030-1-400-002.png
1199,/Low-grade IN/label\GTxc2012801-1-400-003.png
1200,/Low-grade IN/label\GT1815563-1-400-001.png
1201,/Low-grade IN/label\GTxc2014094-2-400-003.png
1202,/Low-grade IN/label\GTxc2013943-1-400-002.png
1203,/Low-grade IN/label\GT2012467-1-400-005.png
1204,/Low-grade IN/label\GTXC2014139-5-400-005.png
1205,/Low-grade IN/label\GT2012156-1-400-004.png
1206,/Low-grade IN/label\GTxc2013393-1-400-005.png
1207,/Low-grade IN/label\GTxc2012904-1-400-002.png
1208,/Low-grade IN/label\GTxc2012960-1-400-003.png
1209,/Low-grade IN/label\GTxc2012493-1-400-001.png
1210,/Low-grade IN/label\GT2013132-2-400-001.png
1211,/Low-grade IN/label\GTXC2100708-1-400-003.png
1212,/Low-grade IN/label\GTxc2014030-1-400-001.png
1213,/Low-grade IN/label\GTXC2110125-1-400-002.png
1214,/Low-grade IN/label\GTXC2014192-2-400-001.png
1215,/Low-grade IN/label\GT2001814-2-400-004.png
1216,/Low-grade IN/label\GTXC2015407-1-400-002.png
1217,/Low-grade IN/label\GTxc2012801-1-400-001.png
1218,/Low-grade IN/label\GTXC2015343-1-400-001.png
1219,/Low-grade IN/label\GTDC2101366-1-400-002.png
1220,/Low-grade IN/label\GTxc2110131-1-400-002.png
1221,/Low-grade IN/label\GTxc2012986-4-400-004.png
1222,/Low-grade IN/label\GTxc2014144-1-400-001.png
1223,/Low-grade IN/label\GTxc2013393-1-400-001.png
1224,/Low-grade IN/label\GTXC2014192-2-400-003.png
1225,/Low-grade IN/label\GTxc2014030-1-400-003.png
1226,/Low-grade IN/label\GTxc2013946-1-400-001.png
1227,/Low-grade IN/label\GTXC2013520-1-400-005.png
1228,/Low-grade IN/label\GTxc2012983-2-400-001.png
1229,/Low-grade IN/label\GTxc2013393-1-400-007.png
1230,/Low-grade IN/label\GT2012232-3-400-003.png
1231,/Low-grade IN/label\GTxc2012982-1-400-010.png
1232,/Low-grade IN/label\GTxc2013943-1-400-001.png
1233,/Low-grade IN/label\GTXC2014194-1-400-003.png
1234,/Low-grade IN/label\GT2012149-2-400-003.png
1235,/Low-grade IN/label\GTXC2015383-4-400-004.png
1236,/Low-grade IN/label\GTxc2012967-1-400-005.png
1237,/Low-grade IN/label\GT2100093-1-400-001.png
1238,/Low-grade IN/label\GTXC2015343-1-400-004.png
1239,/Low-grade IN/label\GTXC2013528-2-400-002.png
1240,/Low-grade IN/label\GTxc2012796-1-400-003.png
1241,/Low-grade IN/label\GTxc2012839-4-400-002.png
1242,/Low-grade IN/label\GTxc2012986-9-400-004.png
1243,/Low-grade IN/label\GTXC2100708-1-400-007.png
1244,/Low-grade IN/label\GTXC2015383-3-400-003.png
1245,/Low-grade IN/label\GT2016791-2-400-002.png
1246,/Low-grade IN/label\GT2014646-1-400-004.png
1247,/Low-grade IN/label\GTxc2012521-4-400-001.png
1248,/Low-grade IN/label\GT2013123-1-400-001.png
1249,/Low-grade IN/label\GTxc2012967-1-400-004.png
1250,/Low-grade IN/label\GTXC2100149-1-400-002.png
1251,/Low-grade IN/label\GTXC2014146-1-400-002.png
1252,/Low-grade IN/label\GTxc2012982-1-400-002.png
1253,/Low-grade IN/label\GT2015132-1-400-001.png
1254,/Low-grade IN/label\GTxc2014132-1-400-002.png
1255,/Low-grade IN/label\GT2012149-2-400-002.png
1256,/Low-grade IN/label\GT2012400-1-400-002.png
1257,/Low-grade IN/label\GT2014757-1-400-001.png
1258,/Low-grade IN/label\GTXC2015335-6-400-005.png
1259,/Low-grade IN/label\GTxc2012921-1-400-001.png
1260,/Low-grade IN/label\GT2014736-1-400-001.png
1261,/Normal/label\aug4_GT2100144-1-400-004.png
1262,/Normal/label\aug4_GTxc2012827-1-400-001.png
1263,/Normal/label\aug3_GT2100275-1-400-004.png
1264,/Normal/label\aug2_GTxc2012827-1-400-001.png
1265,/Normal/label\aug2_GT2012915-1-400-004.png
1266,/Normal/label\aug1_GT2100256-7-400-001.png
1267,/Normal/label\aug3_GT2100256-7-400-002.png
1268,/Normal/label\aug1_GT2100256-1-400-004.png
1269,/Normal/label\aug2_GT2100256-1-400-005.png
1270,/Normal/label\aug2_GT2012915-1-400-006.png
1271,/Normal/label\GT2016907-1-400-003.png
1272,/Normal/label\aug2_GT2000000-1-400-004.png
1273,/Normal/label\aug1_GT2000000-1-400-004.png
1274,/Normal/label\aug1_GT2100256-9-400-001.png
1275,/Normal/label\aug1_GTDC2100796-1-400-002.png
1276,/Normal/label\aug3_GTDC2100796-1-400-001.png
1277,/Normal/label\GT2100144-1-400-003.png
1278,/Normal/label\aug4_GT2100256-8-400-002.png
1279,/Normal/label\aug4_GT2100256-8-400-001.png
1280,/Normal/label\aug2_GT2100093-1-400-001.png
1281,/Normal/label\aug2_GT2100093-1-400-002.png
1282,/Normal/label\GT2100275-1-400-002.png
1283,/Normal/label\aug1_GT2100144-1-400-002.png
1284,/Normal/label\aug2_GT2000000-1-400-001.png
1285,/Normal/label\GT2000000-1-400-007.png
1286,/Normal/label\aug4_GT2100093-1-400-001.png
1287,/Normal/label\aug3_GT2100256-9-400-001.png
1288,/Normal/label\GT2012915-1-400-003.png
1289,/Normal/label\aug2_GT2017148-2-400-004.png
1290,/Normal/label\aug1_GT2017148-2-400-006.png
1291,/Normal/label\aug1_GT2000000-1-400-006.png
1292,/Normal/label\aug4_GT2017148-2-400-006.png
1293,/Normal/label\aug2_GTXC2012096-4-400-003.png
1294,/Normal/label\aug2_GT2100256-1-400-001.png
1295,/Normal/label\aug2_GT2100256-9-400-002.png
1296,/Normal/label\aug3_GTxc2012827-2-400-003.png
1297,/Normal/label\aug2_GT2000000-1-400-002.png
1298,/Normal/label\aug1_GT2012915-1-400-006.png
1299,/Normal/label\aug2_GT2017148-2-400-003.png
1300,/Normal/label\aug1_GTxc2012827-1-400-001.png
1301,/Normal/label\aug2_GT2100275-1-400-002.png
1302,/Normal/label\aug1_GT2013128-3-400-001.png
1303,/Normal/label\GTXC2012096-4-400-002.png
1304,/Normal/label\aug1_GT2100256-2-400-003.png
1305,/Normal/label\aug1_GT2016907-1-400-004.png
1306,/Normal/label\aug1_GTDC2100796-1-400-005.png
1307,/Normal/label\aug3_GT2100275-1-400-002.png
1308,/Normal/label\aug1_GT2016907-1-400-005.png
1309,/Normal/label\aug3_GT2100256-1-400-004.png
1310,/Normal/label\GTXC2012096-4-400-001.png
1311,/Normal/label\GT2017148-2-400-002.png
1312,/Normal/label\GT2100144-1-400-004.png
1313,/Normal/label\aug1_GTXC2012096-4-400-001.png
1314,/Normal/label\aug1_GT2100256-2-400-002.png
1315,/Normal/label\GTDC2100796-1-400-005.png
1316,/Normal/label\aug2_GT2016907-1-400-004.png
1317,/Normal/label\aug2_GT2100256-2-400-002.png
1318,/Normal/label\aug2_GT2100256-7-400-003.png
1319,/Normal/label\aug3_GTxc2012827-1-400-002.png
1320,/Normal/label\aug2_GT2017148-2-400-007.png
1321,/Normal/label\aug1_GT2100256-7-400-002.png
1322,/Normal/label\aug1_GTXC2012096-4-400-003.png
1323,/Normal/label\aug2_GTDC2100796-1-400-004.png
1324,/Normal/label\aug1_GT2012915-1-400-003.png
1325,/Normal/label\aug4_GT2100144-1-400-003.png
1326,/Normal/label\aug3_GT2100256-2-400-002.png
1327,/Normal/label\aug4_GT2013128-3-400-001.png
1328,/Normal/label\aug2_GT2100256-1-400-002.png
1329,/Normal/label\aug3_GT2100275-1-400-001.png
1330,/Normal/label\aug2_GT2100093-4-400-001.png
1331,/Normal/label\aug3_GTXC2012096-4-400-001.png
1332,/Normal/label\aug3_GT2100256-1-400-001.png
1333,/Normal/label\aug2_GT2100256-1-400-004.png
1334,/Normal/label\aug3_GT2100256-7-400-003.png
1335,/Normal/label\aug1_GT2100256-8-400-002.png
1336,/Normal/label\GT2100144-1-400-005.png
1337,/Normal/label\GT2012915-1-400-004.png
1338,/Normal/label\aug3_GT2017148-2-400-006.png
1339,/Normal/label\aug2_GT2100093-4-400-003.png
1340,/Normal/label\aug4_GT2016907-1-400-003.png
1341,/Normal/label\aug1_GT2100144-1-400-003.png
1342,/Normal/label\aug2_GT2017148-2-400-006.png
1343,/Normal/label\aug3_GT2017148-2-400-004.png
1344,/Normal/label\aug4_GT2017148-2-400-004.png
1345,/Normal/label\aug1_GT2100256-1-400-002.png
1346,/Normal/label\aug4_GT2100256-2-400-001.png
1347,/Normal/label\aug4_GT2100275-1-400-004.png
1348,/Normal/label\aug3_GT2100256-1-400-005.png
1349,/Normal/label\aug4_GT2100256-9-400-001.png
1350,/Normal/label\aug2_GT2012915-1-400-005.png
1351,/Normal/label\aug3_GT2000000-1-400-006.png
1352,/Normal/label\aug1_GT2100275-1-400-003.png
1353,/Normal/label\aug2_GT2000000-1-400-003.png
1354,/Normal/label\aug2_GT2100256-2-400-003.png
1355,/Normal/label\aug2_GT2100256-2-400-001.png
1356,/Normal/label\aug4_GTXC2012096-4-400-001.png
1357,/Normal/label\GT2000000-1-400-003.png
1358,/Normal/label\aug2_GT2100256-8-400-001.png
1359,/Normal/label\aug1_GT2100144-1-400-006.png
1360,/Normal/label\aug4_GT2100093-4-400-001.png
1361,/Normal/label\aug2_GTDC2100796-1-400-005.png
1362,/Normal/label\GT2017148-2-400-005.png
1363,/Normal/label\aug1_GT2100256-1-400-005.png
1364,/Normal/label\aug3_GTDC2100276-1-400-001.png
1365,/Normal/label\aug2_GTxc2012827-1-400-002.png
1366,/Normal/label\aug3_GTXC2012096-4-400-003.png
1367,/Normal/label\aug4_GT2017148-2-400-001.png
1368,/Normal/label\aug1_GT2100256-7-400-004.png
1369,/Normal/label\GTxc2012827-2-400-003.png
1370,/Normal/label\aug4_GT2000000-1-400-002.png
1371,/Normal/label\GT2100093-1-400-001.png
1372,/Normal/label\aug1_GT2012221-2-400-001.png
1373,/Normal/label\aug4_GT2100256-7-400-004.png
1374,/Normal/label\aug1_GT2100093-4-400-001.png
1375,/Normal/label\aug3_GT2016907-1-400-004.png
1376,/Normal/label\aug3_GT2012915-1-400-002.png
1377,/Normal/label\aug1_GT2100256-9-400-002.png
1378,/Normal/label\aug2_GT2100093-4-400-002.png
1379,/Normal/label\aug3_GT2100256-2-400-003.png
1380,/Normal/label\GT2100256-1-400-005.png
1381,/Normal/label\aug4_GTxc2012827-2-400-003.png
1382,/Normal/label\GTDC2100796-1-400-003.png
1383,/Normal/label\aug3_GT2100256-8-400-002.png
1384,/Normal/label\aug1_GT2012915-1-400-002.png
1385,/Normal/label\aug2_GT2100144-1-400-001.png
1386,/Normal/label\GTXC2012096-4-400-003.png
1387,/Normal/label\aug2_GT2012221-2-400-001.png
1388,/Normal/label\GT2012915-1-400-005.png
1389,/Normal/label\GT2100144-1-400-002.png
1390,/Normal/label\GT2017148-2-400-007.png
1391,/Normal/label\aug2_GT2016907-1-400-002.png
1392,/Normal/label\aug1_GTDC2100796-1-400-004.png
1393,/Normal/label\aug3_GTxc2012827-2-400-002.png
1394,/Normal/label\aug4_GT2100256-9-400-002.png
1395,/Normal/label\aug1_GTxc2012827-2-400-003.png
1396,/Normal/label\aug3_GT2000000-1-400-001.png
1397,/Normal/label\aug2_GTXC2012096-4-400-002.png
1398,/Normal/label\aug1_GT2100256-8-400-004.png
1399,/Normal/label\aug1_GT2016907-1-400-003.png
1400,/Normal/label\aug4_GT2100256-7-400-002.png
1401,/Normal/label\GT2100256-7-400-004.png
1402,/Normal/label\aug3_GT2012915-1-400-005.png
1403,/Normal/label\aug3_GT2100256-8-400-004.png
1404,/Normal/label\aug3_GT2100275-1-400-003.png
1405,/Normal/label\aug2_GT2017148-2-400-005.png
1406,/Normal/label\GT2100256-1-400-002.png
1407,/Normal/label\aug4_GTDC2100276-1-400-001.png
1408,/Normal/label\aug2_GT2100256-8-400-003.png
1409,/Normal/label\aug3_GT2017148-2-400-005.png
1410,/Normal/label\aug4_GT2012915-1-400-003.png
1411,/Normal/label\GT2000000-1-400-005.png
1412,/Normal/label\aug3_GT2017148-2-400-007.png
1413,/Normal/label\aug4_GT2100144-1-400-002.png
1414,/Normal/label\aug1_GT2017148-2-400-003.png
1415,/Normal/label\aug2_GTxc2012827-2-400-003.png
1416,/Normal/label\aug4_GT2016907-1-400-004.png
1417,/Normal/label\aug2_GT2100275-1-400-004.png
1418,/Normal/label\aug2_GT2016907-1-400-003.png
1419,/Normal/label\aug1_GT2017148-2-400-001.png
1420,/Normal/label\aug2_GTDC2100796-1-400-001.png
1421,/Normal/label\GT2100275-1-400-004.png
1422,/Normal/label\GT2100256-2-400-003.png
1423,/Normal/label\GT2100093-4-400-002.png
1424,/Normal/label\aug3_GT2100144-1-400-006.png
1425,/Normal/label\aug2_GT2100256-7-400-001.png
1426,/Normal/label\aug4_GT2100093-4-400-003.png
1427,/Normal/label\GT2017148-2-400-006.png
